Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price
Mazda,3,2017,Saudi,White,Standard,1.5,Gas,Automatic,107921,Qassim,39000
Ford,Expedition,2020,Saudi,Silver,Full,3.5,Gas,Automatic,5000,Riyadh,180000
Hyundai,Azera,2014,Saudi,White,Full,6.0,Gas,Automatic,276,Riyadh,35000
Chevrolet,Cruze,2016,Other,Grey,Full,1.6,Gas,Automatic,136000,Jeddah,25000
Toyota,Camry,2011,Other,Grey,Full,2.5,Gas,Automatic,137502,Al-Ahsa,35000
Mercedes,S,2005,Other,Silver,Semi Full,5.0,Gas,Automatic,350000,Riyadh,20000
Lexus,RX,2013,Gulf Arabic,White,Full,3.5,Gas,Automatic,190000,Riyadh,85000
Ford,Expedition,2014,Saudi,Black,Standard,5.4,Gas,Automatic,243500,Khobar,45000
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,57000,Dammam,35000
Changan,CS75,2020,Saudi,Grey,Full,1.8,Gas,Automatic,46000,Al-Ahsa,62000
Hyundai,Tucson,2019,Saudi,Silver,Semi Full,1.6,Gas,Automatic,42000,Riyadh,75000
Dodge,Challenger,2015,Saudi,Silver,Semi Full,3.6,Gas,Automatic,260,Jeddah,55000
Toyota,FJ,2020,Gulf Arabic,White,Full,6.0,Gas,Automatic,50000,Dammam,140000
Honda,Accord,2016,Saudi,White,Full,3.5,Gas,Automatic,117000,Riyadh,80000
Lexus,LS,2018,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,32000,Riyadh,290000
Mitsubishi,Pajero,2017,Saudi,White,Full,3.5,Gas,Automatic,81000,Dammam,72000
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,36200,Riyadh,36500
Hyundai,Accent,2015,Saudi,Grey,Standard,1.2,Gas,Automatic,150,Riyadh,20000
Ford,Fusion,2016,Saudi,White,Standard,2.5,Gas,Automatic,80000,Al-Ahsa,50000
Ford,Fusion,2017,Other,White,Full,2.0,Diesel,Automatic,55000,Riyadh,65000
Toyota,Hilux,2017,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,189000,Dammam,78000
Toyota,Hiace,2016,Saudi,White,Standard,2.7,Gas,Manual,180000,Abha,72000
Toyota,Corolla,2014,Gulf Arabic,White,Full,1.6,Gas,Automatic,197,Al-Ahsa,29000
GMC,Sierra,2013,Gulf Arabic,Silver,Standard,5.3,Gas,Automatic,248000,Dammam,63000
Chevrolet,Tahoe,2014,Saudi,Black,Semi Full,2.0,Gas,Automatic,255000,Riyadh,53000
Chevrolet,Silverado,2012,Saudi,Red,Semi Full,5.3,Gas,Automatic,180000,Riyadh,50000
Mercedes,E,2016,Saudi,Black,Full,3.0,Gas,Automatic,64000,Riyadh,120000
Isuzu,Dyna,2013,Saudi,White,Standard,7.0,Diesel,Manual,300,Dammam,82000
Audi,Q7,2007,Saudi,White,Full,7.0,Gas,Automatic,180000,Riyadh,50000
Mercedes,CLS,2014,Saudi,Brown,Full,3.5,Gas,Automatic,130,Jeddah,100000
Mercedes,S,2008,Saudi,Golden,Full,3.0,Gas,Automatic,174000,Riyadh,65000
Chevrolet,Malibu,2010,Saudi,Grey,Semi Full,2.5,Gas,Automatic,135000,Al-Medina,10000
Hyundai,Sonata,2017,Saudi,White,Full,2.4,Gas,Automatic,88718,Riyadh,58000
Kia,Sorento,2015,Saudi,Red,Semi Full,6.0,Gas,Automatic,171000,Al-Ahsa,45000
Porsche,Cayenne,2016,Saudi,White,Standard,3.6,Gas,Automatic,121,Khobar,160000
Ford,Taurus,2018,Unknown,Black,Standard,3.5,Gas,Automatic,88000,Al-Baha,78000
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,142000,Dammam,48000
Ford,Expedition,2007,Other,Red,Full,3.0,Gas,Automatic,423000,Al-Medina,29000
Audi,A6,2018,Saudi,Silver,Semi Full,3.0,Gas,Automatic,92000,Al-Medina,88000
Toyota,Furniture,2017,Saudi,White,Full,4.0,Gas,Automatic,30000,Riyadh,118000
Hyundai,Elantra,2017,Saudi,White,Semi Full,2.0,Gas,Automatic,237356,Riyadh,42000
Hyundai,Sonata,2017,Saudi,White,Semi Full,2.4,Gas,Automatic,194814,Riyadh,55000
Changan,Eado,2020,Saudi,Brown,Semi Full,1.6,Gas,Automatic,89770,Riyadh,42000
Nissan,Patrol,2014,Saudi,White,Semi Full,5.6,Gas,Automatic,200000,Dammam,105000
Ford,Mustang,2010,Other,Black,Semi Full,3.7,Gas,Automatic,290000,Jazan,38000
Hyundai,Sonata,2019,Saudi,Brown,Full,2.4,Gas,Automatic,90000,Jeddah,61000
Chevrolet,Blazer,2013,Saudi,Silver,Standard,3.6,Gas,Automatic,177560,Dammam,35000
Chevrolet,Impala,2014,Saudi,Navy,Semi Full,3.6,Gas,Automatic,80000,Riyadh,45000
Chevrolet,Tahoe,2003,Gulf Arabic,Black,Full,5.3,Gas,Automatic,45000,Riyadh,18000
Toyota,Prado,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,60000,Jeddah,120000
BMW,X,2015,Saudi,Black,Full,3.6,Hybrid,Automatic,62300,Dammam,140000
Dodge,Charger,2013,Other,Black,Full,5.7,Gas,Automatic,175,Taef,38000
Toyota,Innova,2008,Saudi,Golden,Standard,2.7,Gas,Automatic,90000,Hafar Al-Batin,20000
Volkswagen,Passat,2010,Saudi,Silver,Full,2.5,Gas,Automatic,143000,Dammam,21000
Ford,Van,2013,Other,White,Standard,3.6,Gas,Automatic,120,Jeddah,40000
Land Rover,Range Rover,2016,Saudi,Black,Standard,4.0,Gas,Automatic,106000,Riyadh,237000
Toyota,Yaris,2019,Saudi,White,Semi Full,1.6,Gas,Automatic,18000,Riyadh,36000
Toyota,Corolla,2015,Saudi,Silver,Standard,1.6,Gas,Automatic,160000,Jeddah,27500
Ford,Explorer,2009,Other,Black,Full,4.0,Gas,Automatic,211000,Riyadh,16000
GMC,Suburban,2002,Other,Grey,Full,5.3,Gas,Automatic,30000,Riyadh,9000
Changan,Eado,2020,Saudi,Brown,Standard,1.6,Gas,Automatic,84000,Riyadh,42500
Changan,Eado,2020,Saudi,White,Standard,1.6,Gas,Automatic,86000,Riyadh,42500
Nissan,Pathfinder,2014,Saudi,White,Standard,3.5,Gas,Automatic,24000,Jeddah,50000
Nissan,Altima,2006,Saudi,Bronze,Semi Full,2.5,Gas,Automatic,392000,Riyadh,12000
Ford,Vego,2016,Gulf Arabic,Silver,Standard,1.5,Gas,Automatic,165200,Dammam,19000
Honda,CRV,2010,Gulf Arabic,Silver,Full,2.7,Gas,Automatic,105000,Jeddah,35000
Ford,Explorer,2014,Saudi,Silver,Semi Full,3.5,Gas,Automatic,168322,Al-Medina,60000
Ford,Explorer,2004,Saudi,Red,Semi Full,4.0,Gas,Automatic,400000,Riyadh,9000
Nissan,Patrol,2015,Saudi,Another Color,Full,4.0,Gas,Automatic,77000,Al-Medina,166000
HAVAL,H2,2020,Gulf Arabic,Red,Semi Full,1.0,Gas,Automatic,29289,Makkah,50000
Chevrolet,Cruze,2013,Saudi,White,Standard,1.8,Gas,Automatic,175,Taef,15000
Toyota,Corolla,2016,Saudi,White,Standard,1.6,Gas,Automatic,270000,Riyadh,33000
Toyota,Corolla,2018,Saudi,Black,Standard,1.6,Gas,Automatic,72000,Riyadh,42000
Ford,F150,2014,Saudi,Black,Full,3.2,Gas,Automatic,200000,Qassim,58000
Nissan,Navara,2014,Gulf Arabic,White,Full,2.5,Gas,Automatic,167,Aseer,35000
Hyundai,Senta fe,2015,Saudi,Silver,Semi Full,3.3,Gas,Automatic,120,Jeddah,57000
Jeep,Grand Cherokee,2020,Saudi,Brown,Full,3.6,Gas,Automatic,27500,Al-Ahsa,160000
Iveco,Daily,2018,Saudi,White,Standard,3.0,Diesel,Manual,116000,Riyadh,92000
Fiat,500,2019,Saudi,Grey,Semi Full,1.4,Gas,Automatic,28000,Makkah,62000
Toyota,Innova,2015,Saudi,White,Full,2.7,Gas,Automatic,185000,Riyadh,45000
Mitsubishi,Pajero,2014,Saudi,White,Full,3.5,Gas,Automatic,168,Besha,49000
Nissan,Pathfinder,2007,Saudi,Grey,Standard,3.5,Gas,Automatic,111,Riyadh,30000
Hyundai,Elantra,2012,Saudi,White,Semi Full,1.7,Gas,Manual,300,Qassim,15000
Kia,Carnival,2013,Saudi,White,Semi Full,3.5,Gas,Automatic,256000,Al-Ahsa,28000
Honda,Accord,2004,Saudi,Golden,Full,1.0,Gas,Automatic,300,Riyadh,13000
Toyota,Land Cruiser,2009,Saudi,White,Full,5.7,Gas,Automatic,470000,Qurayyat,76000
Toyota,Corolla,2015,Saudi,Silver,Semi Full,1.6,Gas,Automatic,200000,Jeddah,35000
Hyundai,H1,2010,Saudi,Blue,Standard,1.4,Gas,Automatic,147000,Riyadh,29000
Toyota,FJ,2016,Gulf Arabic,White,Full,4.0,Gas,Automatic,64866,Makkah,125000
Hyundai,Azera,2017,Other,White,Semi Full,3.5,Gas,Automatic,256,Riyadh,47000
Ford,Taurus,2012,Gulf Arabic,Another Color,Full,3.5,Gas,Automatic,334728,Aseer,35000
Toyota,Corolla,2011,Saudi,White,Semi Full,1.4,Gas,Automatic,283971,Jeddah,25000
Toyota,Prado,2015,Saudi,Silver,Full,3.6,Gas,Automatic,225989,Jeddah,84000
Honda,Odyssey,2016,Saudi,Red,Full,6.0,Gas,Automatic,189000,Riyadh,57000
Hyundai,Elantra,2007,Saudi,Grey,Standard,1.6,Gas,Manual,191700,Taef,13000
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,39000,Riyadh,45000
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Automatic,63000,Jeddah,110000
Toyota,Camry,2020,Saudi,Brown,Semi Full,2.5,Gas,Automatic,38000,Riyadh,1364
Hyundai,Senta fe,2016,Other,Another Color,Standard,2.0,Diesel,Automatic,193000,Dammam,61000
Toyota,Land Cruiser Pickup,2021,Gulf Arabic,Brown,Full,4.0,Gas,Manual,1519,Riyadh,175000
Mercury,Grand Marquis,2000,Saudi,Silver,Semi Full,3.8,Gas,Automatic,179000,Dammam,14000
Ford,Taurus,2018,Saudi,White,Standard,3.5,Gas,Automatic,73000,Dammam,77000
Changan,CS75,2017,Saudi,White,Full,1.8,Gas,Automatic,107000,Riyadh,37000
Honda,Pilot,2005,Other,Blue,Semi Full,6.0,Gas,Automatic,4130,Dammam,15000
GMC,Sierra,2016,Saudi,Brown,Full,5.3,Gas,Automatic,161,Jeddah,80000
Kia,Optima,2016,Saudi,Red,Semi Full,2.4,Gas,Automatic,190000,Riyadh,42000
Toyota,Land Cruiser,2019,Saudi,White,Semi Full,4.6,Gas,Automatic,41000,Riyadh,190000
Ford,Mustang,2017,Saudi,Black,Full,5.0,Gas,Automatic,130000,Riyadh,130000
Jeep,Compass,2016,Saudi,Brown,Standard,2.4,Gas,Automatic,96213,Riyadh,38500
Toyota,Camry,2016,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,111,Riyadh,49000
Toyota,Yaris,2010,Saudi,Silver,Standard,1.3,Gas,Manual,350000,Jeddah,13000
Hyundai,Sonata,2017,Saudi,White,Standard,2.4,Gas,Automatic,178000,Riyadh,55000
Toyota,Innova,2014,Saudi,White,Standard,2.7,Gas,Manual,282000,Jubail,35000
Kia,Sorento,2011,Other,Silver,Standard,2.4,Gas,Automatic,160,Dammam,30000
Toyota,Land Cruiser,2013,Saudi,White,Semi Full,4.6,Gas,Automatic,283,Al-Medina,100000
Hyundai,Azera,2013,Saudi,Grey,Full,3.0,Gas,Automatic,284000,Riyadh,32000
Nissan,Sunny,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,88000,Riyadh,29000
Nissan,Patrol,2014,Saudi,Grey,Full,4.0,Gas,Automatic,265000,Jeddah,100000
Lexus,ES,2016,Other,Black,Full,3.5,Gas,Automatic,130000,Aseer,115000
Toyota,Land Cruiser,2016,Saudi,White,Full,4.0,Gas,Automatic,179812,Qassim,155000
Lexus,GS,2014,Saudi,Another Color,Full,3.5,Gas,Automatic,124000,Riyadh,136000
BMW,The 5,2020,Gulf Arabic,Black,Semi Full,1.9,Gas,Automatic,7800,Dammam,177000
GMC,Sierra,2011,Saudi,White,Standard,6.0,Gas,Automatic,233000,Dammam,36000
Toyota,Land Cruiser,2001,Saudi,White,Full,4.8,Gas,Automatic,152000,Qassim,95000
Renault,Duster,2017,Saudi,Navy,Full,2.0,Gas,Automatic,106000,Al-Ahsa,1128
Honda,Other,2005,Saudi,Red,Semi Full,4.0,Gas,Manual,100,Riyadh,20000
Porsche,Cayenne S,2012,Saudi,Black,Full,4.8,Gas,Automatic,189000,Riyadh,85000
Hyundai,Elantra,2016,Other,White,Full,1.6,Diesel,Automatic,74000,Jeddah,50000
GMC,Suburban,2006,Other,Golden,Semi Full,5.3,Gas,Automatic,238,Riyadh,30000
Ford,Expedition,2009,Saudi,Black,Semi Full,5.4,Gas,Automatic,18500,Taef,35000
Ford,Explorer,2013,Other,Blue,Standard,3.5,Gas,Automatic,218000,Makkah,48000
Dodge,Ram,2011,Saudi,White,Semi Full,5.7,Gas,Automatic,190000,Riyadh,40000
Kia,Cerato,2012,Other,White,Standard,1.6,Gas,Automatic,312287,Riyadh,17000
Ford,Edge,2014,Saudi,Red,Full,3.6,Gas,Automatic,99000,Jeddah,1500
Toyota,Prado,2016,Saudi,White,Semi Full,4.0,Gas,Automatic,167860,Hafar Al-Batin,108000
Chevrolet,Tahoe,2010,Saudi,White,Full,2.7,Gas,Automatic,260000,Riyadh,65000
Ford,Flex,2015,Saudi,Black,Standard,3.6,Gas,Automatic,290000,Riyadh,30000
Toyota,Hilux,2012,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,366000,Aseer,53000
Ford,Edge,2007,Gulf Arabic,Another Color,Full,3.5,Gas,Automatic,372400,Al-Ahsa,19000
Kia,Sportage,2016,Saudi,Black,Full,2.4,Gas,Automatic,190000,Riyadh,62000
Toyota,Camry,2009,Saudi,White,Standard,2.5,Gas,Manual,350000,Jeddah,25000
Hyundai,Elantra,2013,Saudi,Blue,Semi Full,2.0,Gas,Automatic,300000,Aseer,20000
Chevrolet,Traverse,2011,Saudi,Brown,Standard,3.6,Gas,Automatic,138000,Al-Ahsa,24000
Hyundai,Accent,2016,Saudi,White,Standard,1.6,Gas,Automatic,214000,Riyadh,23500
Chevrolet,Tahoe,2011,Saudi,Black,Standard,5.3,Gas,Automatic,250000,Al-Ahsa,40000
Ford,Edge,2011,Saudi,Red,Full,3.5,Gas,Automatic,70000,Jeddah,60000
Mitsubishi,Pajero,2015,Saudi,Another Color,Standard,3.5,Gas,Automatic,98000,Qassim,60000
Kia,Cerato,2014,Saudi,Red,Semi Full,1.6,Gas,Automatic,223,Tabouk,24000
Nissan,Altima,2013,Saudi,White,Semi Full,2.5,Gas,Automatic,134000,Jeddah,35000
GMC,Sierra,2016,Saudi,Silver,Full,5.3,Gas,Automatic,144000,Aseer,95000
Toyota,Land Cruiser,2020,Gulf Arabic,Grey,Full,4.6,Gas,Automatic,19800,Dammam,265000
Ford,Taurus,2010,Other,Another Color,Semi Full,3.5,Gas,Automatic,380,Al-Baha,28000
Chevrolet,Caprice,2013,Other,White,Standard,6.0,Gas,Automatic,280000,Makkah,44000
Jaguar,XF,2009,Saudi,Another Color,Semi Full,6.0,Gas,Automatic,50000,Riyadh,35000
Toyota,Land Cruiser Pickup,2016,Saudi,Bronze,Semi Full,4.0,Gas,Manual,243000,Riyadh,95000
Honda,Accord,2005,Gulf Arabic,White,Full,1.4,Gas,Automatic,250000,Jeddah,17000
BMW,X,2009,Saudi,Black,Full,3.0,Gas,Automatic,180000,Jeddah,35000
MINI,Copper,2016,Gulf Arabic,Blue,Semi Full,2.0,Gas,Automatic,75000,Jeddah,80000
Nissan,Datsun,2015,Saudi,White,Standard,2.7,Gas,Manual,77000,Jeddah,45000
Hyundai,Sonata,2016,Other,Black,Semi Full,2.4,Diesel,Automatic,152000,Qassim,52000
Ford,Taurus,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,48000,Dammam,80000
Toyota,Land Cruiser Pickup,2006,Saudi,White,Standard,4.0,Gas,Manual,406000,Dammam,55000
Toyota,Rav4,2011,Saudi,White,Semi Full,2.4,Gas,Automatic,400000,Jeddah,35000
Lexus,LS,2002,Saudi,White,Full,4.6,Gas,Automatic,500,Riyadh,26000
Chrysler,C300,2012,Other,Silver,Full,5.7,Gas,Automatic,143000,Dammam,51000
Kia,Carens,2015,Saudi,Silver,Semi Full,1.6,Gas,Automatic,37000,Jeddah,33000
GMC,Sierra,2015,Saudi,Silver,Full,4.4,Gas,Automatic,76000,Dammam,100000
Toyota,Camry,2013,Saudi,White,Full,2.5,Gas,Manual,633386,Aseer,37000
Toyota,Prado,2009,Other,Silver,Full,4.0,Gas,Manual,300000,Jeddah,50000
Cadillac,CT4,2020,Saudi,Grey,Semi Full,3.7,Gas,Automatic,5800,Jeddah,155000
Ford,Taurus,2013,Saudi,White,Standard,1.0,Gas,Automatic,298,Makkah,38000
Chevrolet,Tahoe,2012,Saudi,Golden,Semi Full,5.3,Gas,Automatic,327000,Riyadh,45000
Hyundai,Accent,2018,Saudi,Grey,Full,1.4,Gas,Automatic,20000,Al-Ahsa,37000
Hyundai,H1,2013,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,246,Tabouk,31000
Ford,Ranger,2011,Other,White,Standard,2.2,Gas,Manual,150000,Riyadh,20000
Toyota,Camry,2007,Saudi,Red,Standard,1.1,Gas,Automatic,100000,Arar,22000
GMC,Terrain,2016,Saudi,White,Standard,2.4,Gas,Automatic,151000,Jazan,45000
Toyota,Corolla,2011,Saudi,Grey,Semi Full,1.6,Gas,Manual,490,Al-Medina,18000
Peugeot,301,2014,Saudi,Another Color,Standard,1.6,Gas,Automatic,159,Tabouk,12000
Kia,Sportage,2020,Saudi,Orange,Semi Full,1.6,Gas,Automatic,7600,Jeddah,2656
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,28000,Riyadh,54000
Toyota,Furniture,2019,Saudi,White,Full,4.0,Gas,Automatic,135000,Riyadh,115005
Toyota,Rav4,2018,Other,White,Full,2.5,Gas,Automatic,61000,Riyadh,83000
Toyota,Rav4,2017,Gulf Arabic,White,Full,2.0,Gas,Automatic,93000,Riyadh,83000
Mazda,CX3,2018,Saudi,White,Standard,3.0,Gas,Automatic,39000,Riyadh,58000
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,128000,Riyadh,35000
GMC,Yukon,2005,Saudi,Bronze,Standard,5.3,Gas,Automatic,409000,Riyadh,20000
Toyota,Hilux,2020,Gulf Arabic,White,Full,2.7,Gas,Manual,53000,Riyadh,103000
Chevrolet,Lumina,2006,Other,Oily,Standard,6.0,Gas,Automatic,470000,Riyadh,3000
Toyota,Corolla,2017,Saudi,White,Standard,1.6,Gas,Automatic,110,Aseer,46000
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,96000,Dammam,36000
Isuzu,D-MAX,2020,Saudi,White,Full,2.5,Diesel,Automatic,40000,Riyadh,120500
Hyundai,Tucson,2017,Saudi,Another Color,Semi Full,2.0,Gas,Automatic,152,Dammam,62000
Hyundai,Azera,2020,Other,Grey,Semi Full,3.5,Gas,Automatic,37000,Tabouk,1846
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,221000,Jubail,1300
Nissan,Patrol,2020,Saudi,Grey,Full,4.0,Gas,Automatic,89000,Riyadh,210000
Mitsubishi,Pajero,2017,Saudi,White,Full,3.5,Gas,Automatic,136000,Dammam,67000
GMC,Sierra,2015,Saudi,Silver,Full,5.3,Gas,Automatic,272,Tabouk,70000
Fiat,500,2020,Saudi,White,Full,1.4,Gas,Automatic,11500,Riyadh,85000
Toyota,Yaris,2016,Saudi,Grey,Standard,1.5,Gas,Manual,134000,Jubail,23000
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,73000,Dammam,79000
GMC,Sierra,2020,Saudi,Silver,Semi Full,5.3,Gas,Automatic,18000,Dammam,152000
GMC,Yukon,2012,Saudi,Black,Full,5.3,Gas,Automatic,270,Qassim,39000
Chevrolet,Suburban,2017,Saudi,Another Color,Full,5.3,Gas,Automatic,184000,Dammam,137000
Ford,Taurus,2017,Other,Silver,Semi Full,3.5,Gas,Automatic,142311,Dammam,75000
Toyota,Innova,2016,Saudi,White,Full,2.7,Gas,Automatic,101000,Dammam,72000
Toyota,Rav4,2018,Saudi,White,Standard,2.5,Gas,Automatic,134000,Dammam,66000
Toyota,Camry,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,125000,Dammam,53000
Ford,Taurus,2015,Saudi,White,Semi Full,2.0,Gas,Automatic,285000,Dammam,52000
BMW,The 7,2009,Saudi,Bronze,Full,4.4,Gas,Automatic,285000,Dammam,46000
Land Rover,Range Rover,2008,Saudi,White,Full,5.0,Gas,Automatic,329000,Dammam,32000
Nissan,VTC,2000,Saudi,White,Semi Full,4.8,Gas,Manual,490000,Dammam,30000
Mercedes,CLS,2007,Saudi,Grey,Full,6.3,Gas,Automatic,340000,Dammam,21000
Audi,A8,2007,Saudi,White,Full,3.2,Gas,Automatic,180000,Dammam,19000
Toyota,Prado,2016,Saudi,White,Semi Full,4.0,Gas,Automatic,201000,Riyadh,107000
Toyota,Land Cruiser,2021,Saudi,White,Full,4.6,Gas,Automatic,8000,Dammam,295000
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,38000,Dammam,255000
Lexus,LS,2015,Saudi,White,Full,4.6,Gas,Automatic,132000,Dammam,165000
GMC,Sierra,2018,Saudi,Silver,Standard,5.3,Gas,Automatic,152000,Dammam,124000
Chevrolet,Tahoe,2016,Saudi,Brown,Standard,5.3,Gas,Automatic,223000,Dammam,110000
Mitsubishi,Pajero,2017,Saudi,White,Full,3.5,Gas,Automatic,111000,Dammam,68000
Honda,Odyssey,2015,Saudi,White,Standard,3.5,Gas,Automatic,153000,Dammam,60000
Mercedes,C,2020,Saudi,White,Full,2.0,Gas,Automatic,10000,Jeddah,190000
Audi,A4,2013,Gulf Arabic,Another Color,Full,2.0,Gas,Automatic,250000,Riyadh,45000
Ford,Expedition,2013,Saudi,White,Standard,5.4,Gas,Automatic,78000,Dammam,64000
Toyota,Camry,2017,Saudi,White,Full,1.4,Gas,Automatic,13400,Riyadh,65000
Audi,A6,2013,Saudi,Black,Semi Full,3.0,Gas,Automatic,75000,Riyadh,70000
Chevrolet,Tahoe,2012,Saudi,Black,Full,5.3,Gas,Automatic,281,Riyadh,65000
Toyota,Prado,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,19054,Riyadh,162500
Porsche,Cayenne S,2013,Saudi,White,Full,4.8,Gas,Automatic,219000,Riyadh,100000
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,108000,Riyadh,29000
Ford,Taurus,2018,Saudi,White,Standard,2.0,Gas,Automatic,71000,Riyadh,65000
Kia,Rio,2019,Saudi,White,Standard,1.4,Gas,Automatic,51000,Riyadh,31000
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,65000,Riyadh,30000
Honda,Accord,2010,Saudi,Silver,Full,2.4,Gas,Automatic,300000,Riyadh,32000
Toyota,Ciocca,2014,Saudi,White,Semi Full,1.6,Gas,Automatic,28000,Qassim,75000
Toyota,Land Cruiser Pickup,2015,Saudi,Brown,Semi Full,4.0,Gas,Manual,260000,Jubail,60000
Toyota,Land Cruiser,2013,Gulf Arabic,White,Semi Full,4.6,Gas,Automatic,240000,Riyadh,105000
Chevrolet,Tahoe,2008,Other,Black,Full,2.9,Gas,Automatic,265000,Riyadh,33000
GMC,Yukon,2015,Saudi,Black,Full,6.2,Gas,Automatic,216000,Besha,98000
Ford,Victoria,2011,Saudi,Another Color,Standard,4.6,Gas,Automatic,270,Dammam,35000
Hyundai,Elantra,2018,Saudi,Silver,Full,2.0,Gas,Automatic,97588,Jeddah,55000
Mazda,6,2016,Saudi,Red,Full,2.5,Gas,Automatic,117000,Hafar Al-Batin,72000
Nissan,Patrol,2020,Saudi,Grey,Full,1.4,Gas,Automatic,89000,Riyadh,210000
Mercedes,S,2012,Gulf Arabic,Navy,Full,3.3,Gas,Automatic,85000,Al-Medina,110000
Dodge,Charger,2012,Saudi,Yellow,Full,6.4,Gas,Automatic,167000,Al-Medina,85000
Toyota,Furniture,2018,Saudi,White,Semi Full,2.7,Gas,Automatic,224000,Dammam,85000
Hyundai,Accent,2017,Saudi,Silver,Semi Full,1.4,Gas,Automatic,174000,Jeddah,24000
Chrysler,C300,2019,Saudi,Black,Full,5.7,Gas,Automatic,45000,Riyadh,145000
Mazda,6,2019,Saudi,Black,Full,2.1,Gas,Automatic,81000,Jeddah,90000
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,134000,Al-Ahsa,170000
Toyota,Camry,2019,Saudi,Black,Standard,2.5,Hybrid,Automatic,55000,Makkah,80000
BMW,The 7,2016,Saudi,White,Full,2.0,Gas,Automatic,161,Khobar,160000
Hyundai,Elantra,2014,Saudi,Grey,Full,2.0,Gas,Automatic,290000,Riyadh,33500
Kia,Cores,2005,Saudi,White,Standard,4.0,Gas,Manual,400,Makkah,10000
Ford,Taurus,2016,Saudi,Grey,Semi Full,3.5,Gas,Automatic,66000,Riyadh,77000
BMW,The 5,2011,Saudi,Silver,Semi Full,3.0,Gas,Automatic,276000,Riyadh,65000
Toyota,Yaris,2016,Saudi,White,Semi Full,1.5,Gas,Automatic,155000,Jeddah,32000
Chevrolet,Caprice,2013,Other,White,Semi Full,6.2,Gas,Automatic,193000,Dammam,44000
Jeep,Wrangler,2019,Saudi,White,Full,3.6,Gas,Automatic,16000,Riyadh,181000
Jeep,Grand Cherokee,2015,Saudi,Silver,Full,5.7,Gas,Automatic,146000,Riyadh,95000
Toyota,Yaris,2017,Saudi,Grey,Standard,1.5,Gas,Automatic,12500,Tabouk,32000
GMC,Terrain,2015,Saudi,Silver,Semi Full,2.4,Gas,Automatic,125000,Riyadh,38000
Changan,CS95,2019,Saudi,Black,Full,2.0,Gas,Automatic,106000,Jeddah,70000
Lexus,ES,2013,Saudi,Black,Full,1.6,Gas,Automatic,263000,Dammam,66000
Hyundai,Elantra,2017,Other,Silver,Standard,1.6,Diesel,Automatic,86000,Dammam,47000
Toyota,Hilux,2017,Saudi,White,Semi Full,2.7,Gas,Manual,121000,Dammam,75000
Nissan,Patrol,2017,Saudi,White,Standard,4.0,Gas,Automatic,198000,Dammam,114000
Toyota,Furniture,2020,Saudi,Grey,Semi Full,4.0,Gas,Automatic,3000,Dammam,135000
Toyota,Avalon,2019,Saudi,White,Standard,3.5,Gas,Automatic,43418,Riyadh,115000
Ford,Taurus,2015,Saudi,Grey,Standard,3.6,Gas,Automatic,130243,Riyadh,58000
Ford,Echo Sport,2015,Saudi,White,Standard,1.4,Gas,Automatic,101600,Riyadh,28000
Hyundai,Sonata,2018,Saudi,Silver,Standard,2.5,Gas,Automatic,71629,Riyadh,50000
Nissan,Datsun,2015,Saudi,White,Standard,1.9,Gas,Manual,142000,Makkah,39000
Geely,GC7,2015,Saudi,Silver,Full,1.6,Gas,Automatic,140000,Taef,15000
Hyundai,Sonata,2019,Saudi,White,Semi Full,2.4,Gas,Automatic,92000,Dammam,84000
Nissan,Sunny,2018,Gulf Arabic,Brown,Semi Full,1.5,Gas,Automatic,106,Jeddah,23000
Ford,Focus,2011,Unknown,White,Standard,1.6,Gas,Automatic,181000,Jeddah,10000
Toyota,Furniture,2017,Unknown,White,Semi Full,2.7,Gas,Automatic,70000,Al-Ahsa,75000
